0,198
240,3092
3232,2657
3346,3919
1526,2506
2023,1455
3437,663
751,2947
224,2770
1578,1276
2762,529
2978,2909
3085,2813
2473,3083
1519,3657
3468,2199
3229,2030
2083,3229
3637,263
124,184
357,1118
708,3149
1204,1863
1275,2474
1465,106
2254,208
2345,1283
2648,247
2652,936
2768,3144
2911,770
3063,324
1012,3111
474,3958
824,1556
3442,1452
3123,2824
3273,344
3781,2346
1351,3696
3729,2023
1178,3610
2598,1926
3101,156
2948,2274
540,3980
3607,145
1726,3310
1513,2661
3127,2460
69,1416
307,2238
1668,2242
1963,3333
2304,1794
3678,2156
3834,2744
1787,865
183,3143
276,1241
727,2287
795,456
1722,1289
2596,3166
3223,2520
3560,3888
924,2703
951,221
2268,1560
2422,1847
2772,1137
3859,3176
3026,2436
36,894
1473,861
3274,849
762,1847
848,1759
2302,632
2536,2242
2817,808
2884,1872
2973,2124
257,3153
375,1833
402,3290
439,700
550,3318
858,3452
1831,586
2683,2326
2980,3928
3517,2428
3935,3874
3771,75
3538,1965
181,3120
514,1988
763,769
834,2954
1371,1028
1404,78
3609,1400
2543,2717
3573,2185
2269,333
3864,2508
2806,930
2814,204
2058,2407
2776,3980
1997,2949
3421,736
629,639
677,3614
1179,3845
1718,846
2222,736
2669,997
958,706
572,3624
759,1132
1001,705
2113,2185
2197,2298
3857,994
3627,3721
315,3482
473,2896
1346,1480
1479,820
1904,3253
2001,1850
2282,317
3603,3528
2132,3551
2393,3598
2341,2869
2871,1213
1413,3614
485,2317
488,2321
490,3155
640,3932
1295,2265
3012,1077
2695,1171
449,2732
576,1851
736,120
851,2848
1221,1087
1347,1598
1400,3805
1837,966
2332,1472
3425,774
3797,2353
3791,3828
2111,3205
312,2282
1896,2429
3700,725
2780,2787
3763,572
3407,3429
79,697
692,2749
2923,1622
1130,121
3387,3183
3696,1453
3350,2091
1967,2632
3141,490
3537,1254
118,2722
3467,3129
1277,3756
578,1311
1877,3977
3955,1559
3111,2310
1340,2135
2886,771
1278,3518
2838,1027
1536,3198
1861,1803
143,2424
597,3843
628,1734
675,797
714,1875
1056,1573
3326,2104
3310,2387
3233,3492
2782,224
3167,3863
3494,2770
2245,2730
3390,1530
2160,1118
3108,3699
132,2004
693,1222
1791,287
2033,1456
2037,2229
2128,2794
2986,3254
2989,3018
3719,1409
3570,2400
3137,2655
1,637
1721,487
1701,238
1839,1555
46,3252
1490,1272
1670,2769
3236,3453
2611,888
3558,2373
1183,1530
2690,595
3055,3323
827,2359
1325,3174
1618,1156
2820,1006
3116,2800
3495,1816
33,1813
130,3909
324,3777
444,2569
754,1125
768,3776
769,2856
893,2487
897,1976
991,1505
1463,162
3001,2632
3984,2655
3681,3540
3172,1094
3391,2780
2438,3948
40,3528
616,1677
1292,3188
1405,1741
1754,1830
1920,1045
3712,306
2965,3651
3427,1999
2131,3538
3038,1911
31,3116
2878,1191
3716,2517
1930,2855
2892,1148
494,486
2020,2458
3411,2853
418,3313
1100,1525
206,1405
1187,3009
3078,241
2819,987
2299,3675
2929,1807
3355,1021
1646,2339
3825,3533
3699,385
1792,771
298,866
522,2432
524,476
659,1624
932,2248
1224,3897
1643,1848
2840,1908
2013,3902
2215,3046
2723,3296
3553,2320
1432,1249
1005,797
1395,2344
2783,2059
3944,24
1978,1579
1761,293
1594,2851
2412,2634
372,244
1029,520
1089,614
2713,2771
2808,947
71,2152
218,2695
235,315
761,2596
886,1642
1308,1780
1323,977
1551,307
1803,2140
2730,2549
3213,2746
3522,2883
142,2056
451,901
719,707
964,2560
1242,3851
1243,2701
1812,3945
1842,977
2127,1381
2343,2601
2461,227
2545,3709
3479,2070
3909,2029
778,833
275,1599
716,3597
1266,1895
2622,776
2331,2522
3592,3993
2628,1643
2379,655
2464,3857
140,2973
683,3478
1037,1029
2967,3799
839,981
911,2263
1062,2256
1381,1586
2116,3858
2896,2811
2984,2266
3779,1972
3840,1022
