224,0
1324,1
1515,2
667,3
1349,4
52,5
1308,6
730,7
800,8
1400,9
495,10
235,11
849,12
1650,13
581,14
1430,15
530,16
627,17
946,18
900,19
503,20
691,21
1345,22
1717,23
17,24
554,25
1282,26
787,27
951,28
1019,29
1445,30
80,31
376,32
526,33
154,34
1519,35
932,36
485,37
1368,38
260,39
1716,40
883,41
604,42
1559,43
1685,44
1507,45
219,46
229,47
1796,48
1359,49
1638,50
223,51
629,52
1076,53
650,54
857,55
965,56
1168,57
361,58
834,59
241,60
1312,61
866,62
1466,63
1419,64
681,65
1217,66
161,67
1310,68
1380,69
1414,70
574,71
471,72
442,73
1417,74
90,75
1435,76
764,77
1201,78
1495,79
1689,80
257,81
1147,82
841,83
1595,84
1175,85
568,86
685,87
977,88
1166,89
1238,90
1545,91
1279,92
1077,93
418,94
657,95
1127,96
809,97
1735,98
1004,99
717,100
1290,101
1186,102
1593,103
332,104
1149,105
1654,106
677,107
915,108
1640,109
926,110
775,111
655,112
891,113
931,114
613,115
1213,116
1520,117
690,118
631,119
1200,120
945,121
1045,122
276,123
662,124
1500,125
785,126
194,127
1270,128
1617,129
130,130
520,131
790,132
779,133
458,134
1115,135
1326,136
1656,137
1372,138
275,139
654,140
582,141
553,142
119,143
1277,144
1615,145
315,146
1591,147
808,148
1221,149
150,150
1185,151
140,152
1071,153
746,154
1467,155
803,156
1551,157
937,158
1604,159
1780,160
269,161
843,162
759,163
892,164
1738,165
308,166
388,167
1596,168
853,169
1652,170
187,171
744,172
1483,173
1653,174
628,175
814,176
483,177
73,178
546,179
92,180
663,181
1713,182
1293,183
484,184
310,185
728,186
837,187
1548,188
357,189
1408,190
299,191
1051,192
872,193
1649,194
902,195
253,196
1686,197
938,198
686,199
1319,200
888,201
1563,202
328,203
1038,204
521,205
1783,206
1769,207
225,208
448,209
674,210
497,211
1558,212
873,213
1223,214
348,215
1696,216
1366,217
1328,218
316,219
1542,220
1316,221
1159,222
184,223
850,224
1002,225
898,226
576,227
198,228
1612,229
491,230
212,231
1603,232
113,233
1126,234
1022,235
249,236
1795,237
1364,238
1550,239
537,240
1619,241
1241,242
617,243
1173,244
753,245
994,246
1678,247
1731,248
1776,249
1395,250
738,251
1090,252
54,253
1081,254
1135,255
991,256
1681,257
4,258
1130,259
1514,260
1621,261
782,262
1391,263
944,264
1393,265
1450,266
594,267
545,268
1340,269
622,270
986,271
298,272
1569,273
886,274
1263,275
1389,276
1104,277
1670,278
1245,279
1540,280
1756,281
737,282
386,283
1056,284
1792,285
1398,286
41,287
143,288
207,289
1204,290
1153,291
522,292
1651,293
1383,294
467,295
760,296
583,297
1471,298
846,299
616,300
37,301
415,302
698,303
1016,304
195,305
185,306
354,307
210,308
1055,309
396,310
1807,311
373,312
840,313
35,314
1037,315
116,316
383,317
1289,318
1327,319
1533,320
1406,321
528,322
1024,323
823,324
400,325
1274,326
501,327
